comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,5,NA,Garber,Series,No ,,,30,40,50,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"drainageways, mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497359,15697496
NA,65,NA,Sphinx,Series,Yes,COOL,,40,55,70,NA,NA,NA,Very high,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497359,15697497
NA,10,NA,Sphinx,Taxadjunct,No ,COOL,mollic,40,55,70,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497359,15697498
NA,5,NA,Tecolote,Series,No ,MOIST,,40,55,70,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497359,15697499
NA,5,NA,Rock outcrop,Miscellaneous area,No ,,,40,55,70,NA,NA,NA,Very high,NA,0,NA,NA,,Rock,,No,,1829,2043,2256,0,NA,360,"mountain slopes, mountains",NA,NA,NA,7,8,9,381,445,508,NA,NA,NA,70,80,90,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497359,15697500
NA,5,NA,Garber,Series,No ,,,30,40,50,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"drainageways, mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497361,15697425
NA,65,NA,Sphinx,Series,Yes,WARM,warm,40,55,70,NA,NA,NA,Very high,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,45,180,325,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497361,15697426
NA,5,NA,Rock outcrop,Miscellaneous area,No ,,,40,55,70,NA,NA,NA,Very high,NA,0,NA,NA,,Rock,,No,,1829,2043,2256,0,NA,360,"mountain slopes, mountains",NA,NA,NA,7,8,9,381,445,508,NA,NA,NA,70,80,90,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497361,15697427
NA,10,NA,Condie,Series,No ,,,30,40,50,NA,NA,NA,Very high,3,86,3,NA,Tree cover,Shrubby rangeland,,No,Well drained,2591,2744,2896,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,5,7,9,510,545,580,NA,NA,NA,50,60,70,6,e,NA,NA,,NA,NA,NA,NA,400,600,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Mollic Cryoboralfs",Alfisols,Boralfs,Cryoboralfs,Mollic Cryoboralfs,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497361,15697428
NA,10,NA,Sphinx,Taxadjunct,No ,COOL,mollic,40,55,70,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497361,15697429
NA,5,NA,Tecolote,Series,No ,MOIST,,40,55,70,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497361,15697430
NA,25,NA,Rock outcrop,Miscellaneous area,Yes,,,15,48,80,NA,NA,NA,Very high,NA,0,8,NA,Barren land,Rock,,No,,1981,2210,2438,0,NA,360,"mountain slopes, mountains",NA,NA,NA,6,7,8,432,521,610,NA,NA,NA,75,100,125,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497362,15697483
NA,60,NA,Sphinx,Series,Yes,COOL,,15,43,70,NA,NA,NA,Very high,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497362,15697484
NA,10,NA,Sphinx,Taxadjunct,No ,COOL,dark surface,15,43,70,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497362,15697485
NA,5,NA,Garber,Series,No ,,,15,40,60,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"drainageways, mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497362,15697486
NA,10,NA,Sphinx,Taxadjunct,No ,COOL,dark surface,15,43,70,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497363,15697385
NA,5,NA,Garber,Series,No ,,,15,40,60,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"drainageways, mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497363,15697386
NA,25,NA,Rock outcrop,Miscellaneous area,Yes,,,15,48,80,NA,NA,NA,Very high,NA,0,8,NA,Barren land,Rock,,No,,1981,2210,2438,45,180,325,"mountain slopes, mountains",NA,NA,NA,6,7,8,432,521,610,NA,NA,NA,75,100,125,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497363,15697387
NA,60,NA,Sphinx,Series,Yes,WARM,warm,15,43,70,NA,NA,NA,Very high,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,45,180,325,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,100,150,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497363,15697388
NA,5,NA,Tecolote,Taxadjunct,No ,MOIST,non-skeletal,15,28,40,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497364,15697448
NA,5,NA,Tecolote,Series,No ,MOIST,very deep,15,28,40,NA,NA,NA,Medium,5,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497364,15697449
NA,5,NA,Tecolote,Taxadjunct,No ,MOIST,mollic,15,28,40,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497364,15697450
NA,85,NA,Tecolote,Series,Yes,MOIST,very stony,15,28,40,NA,NA,NA,Medium,4,48,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497364,15697451
NA,5,NA,Tecolote,Series,No ,MOIST,very deep,40,55,70,NA,NA,NA,Medium,5,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497365,15697476
NA,85,NA,Tecolote,Series,Yes,MOIST,very stony,40,55,70,NA,NA,NA,Medium,4,48,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497365,15697477
NA,5,NA,Tecolote,Taxadjunct,No ,MOIST,mollic,40,55,70,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497365,15697478
NA,5,NA,Tecolote,Taxadjunct,No ,MOIST,non-skeletal,15,28,40,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497365,15697479
NA,100,NA,Pits,Miscellaneous area,Yes,,,1,NA,100,NA,NA,NA,,NA,NA,NA,NA,,,,No,,2120,2300,2740,0,NA,360,"borrow pits on mountain slopes, quarries on mountain slopes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,2433706,15697371
